topic_id,variety_source,site,topic
T2506,IE,scoilsanphroinsias.scoilnet.ie,Fr. Declan's Visit scoilsanphroinsias.scoilnet.ie
T2507,US,hardrockaorheaven.blogspot.com,Hard Rock / AOR Heaven: GHOST
T2508,AU,mums-in-the-kitchen.blogspot.com,Mums in the Kitchen: Zucchini Choc Chip Muffins
T2509,ZA,zhengyan2011.bloglines.co.za,Just another BlogLines site
T2510,GB,mummyinmanolos.com,phase one of my Feather &amp; Black blogger challenge make-over
T2511,IE,clontuskert.scoilnet.ie,Congratulations Clontuskert: Nominated for a Galway County
T2512,GB,flavourcrusader.mobi,Flavour Crusader Relationships » Blog Archive » Finding Love
T2513,US,asecondhandconjecture.com,Is That Legal? - Rangel And The Draft
T2514,GB,thesaint-online.com,Lacrosse Over The Ocean
T2515,IE,scottevans.ie,Life With The Top Down ...
T2516,GB,mpcaddy.co.uk,Who wants to be an American Idiot
T2517,ZA,africapickupartist.co.za,The game by Neil Strauss
T2518,IE,selfbuildinireland.com,Self Build Mortgages in Ireland Explained
T2519,AU,rickeyre.com,Is Team India attempting to pervert the course of justice?
T2520,GB,theupcoming.co.uk,Secret Garden Party 2012 | The Upcoming
T2521,IE,celticmusicfan.com,Retro: Farewell and Remember Me by Boys of the Lough « The
T2522,IE,rosiemetime.com,To Be A Screen Writer of A Blockbuster
T2523,US,harryjconnolly.com,Trying to get back into the swing « Twenty Palaces
T2524,AU,kathluty.com,Before The Move | Kath Luty
T2525,ZA,yeslifestylemag.com,Semi finals of the 16th annual Emerging Sounds Challenge : Yes
T2526,ZA,internet-marketing.org.za,The Penguin Lays Waste to Websites
T2527,US,news.edvisors.com,What Are You Going to Do to Prevent Bullying?
T2528,IE,thewhitehouse.ie,How to Take a Great Smile Photo
T2529,IE,topgolfer.ie,Join the TopGolfer Team in Catalonia this November
T2530,ZA,kbt.co.za,cliff &amp; the shadows ... an evening with tribute
T2531,AU,blueskylocalmarketing.com,10 Questions You Really Should Ask Before Hiring Someone to Do
T2532,AU,nsw.liberal.org.au,nsw government announces travel discounts for international students
T2533,ZA,constitution-lane.com,Once in a lifetime. « Constitution Lane
T2534,IE,mindfit.ie,Do You Pass the Baton or Toss a Grenade?
T2535,GB,nbbendigedig.blogspot.com,NB Bendigedig: Just Pictures
T2536,AU,joshualetchford.com,Against the Genetic Aristocracy « Joshua Letchford
T2537,IE,inspireanation.ie,Lessons From A Squat Rack
T2538,IE,dublin.ie,What do you want to be when you grow up
T2539,IE,challengeten.blogspot.com,Challenge Ten: The Devil Is In The Detail!
T2540,IE,helium.ie,BNP Paribas Foundation to fund Cloudlands Dublin
T2541,ZA,theonlinediary.superblogs.co.za,Looking For A number of Living Room Family table Sets « The
T2542,US,therealjohnwu.blogspot.com,The Real John Wu: PS3 Move
T2543,AU,blog.firebrandtalent.com,"4 steps to staying positive when looking for Creative work, Career"
T2544,IE,cetns.scoilnet.ie,New approach to lunchtime waste!
T2545,US,medaillesports.com,Volleyball Impressive in a Pair of Wins
T2546,AU,travelandtourismtips.com,Cheap Hotels in Barcelona
T2547,ZA,comradesdiary.com,A very long walk with a little bit of running « Comrades and other
T2548,GB,cafestylespeedtraining.co.uk,How to embed your corporate values
T2549,GB,christina-fallah-designs.com,Diary of a Work Placement
T2550,AU,gorebaggsworld.com,The Back Of My Own Head
T2551,IE,humanrights.ie,Human Rights in Ireland
T2552,IE,kilkennyabu.com,"kilkennyabu: The Ploughman's Daughter, Part 3"
T2553,ZA,gardenrouteconcerts.com,Wind Spinners in Outdoor Space
T2554,IE,ipsc.ie,Demonstration planned in Dublin today as death toll rises to 37 in
T2555,IE,ors.ie,Inspection of septic tanks and other domestic wastewater treatment
T2556,AU,citadelkalahari.com,How to Grow Sweet Potatoes
T2557,GB,forums.aria.co.uk,Computer sometimes hangs for a few seconds when opening file
T2558,IE,thesourcewritersgroup.com,Like a Dog with a Bone
T2559,US,notesfromtheotherside.com,Notes From The Other Side
T2560,GB,poppit-sands.co.uk,Password Recovery Ipod touch 4th Gen
T2561,GB,damnpamn.multiply.com,"Well, It Was a Productive Day...."
T2562,US,bsecureonline.org,What's It Going To Take? « Bsecure Blog
T2563,ZA,kurus-english.com,Back to the Future
T2564,US,cogwheels.blogspot.com,Cogwheels: The size of cities
T2565,GB,365horror.co.uk,Do You Needa Prescription For Coumadin
T2566,GB,presentation-skills.biz,How to create an interview presentation
T2567,IE,thewrightvenue.ie,Ooh La Lah! Christmas Paris Revue at the Wright Venue
T2568,US,eurocyclesoftampabay.com,Want To See The World? Then BMW Motorrad Wants YOU!
T2569,AU,ldmriviera.com.au,LDM Riviera - Marine News
T2570,GB,meejalaw.com,Beyond Leveson: Legal protection for online and 'citizen' media
T2571,IE,melaniespath.blogspot.com,Melanie Späth: 3rd National Title!
T2572,GB,pogoagogo.com,"CHATTERBOX: ""I'm not the same as when I began"""
T2573,AU,londontomagadan.com,Day 71 Olkhon Island to Day 74 Ulan Ude
T2574,US,glamitycalamity.com,If you do one thing for the Holidays... « GlamityCalamity
T2575,US,consultbi.wordpress.com,Skills you need to have to become a high performing BI professional
T2576,AU,mrcoffeeespressomachinedeal.com,Coffee And Expresso Machines To Complete Your Morning
T2577,IE,carteranhold.ie,Carter Anhold &amp; Co
T2578,GB,blogs.sundaymail.co.uk,"Disability, Mr Cameron? What do you really know?"
T2579,AU,tech.blorge.com,Online libel law: are new British rules the way to go?
T2580,US,smarshyboy.blogspot.com,The Smarshy Files: The WORST Part of a New Year
T2581,AU,finde4297vt7.ajuntapress.com,ugg outlet online People around to see the Longfei K gold actually
T2582,AU,writingloud.blogspot.com,Writing Out Loud: Two and a half
T2583,US,irealestatedirectory.com,Some Things To Keep In Mind Before Buying
T2584,GB,politicsfirst.org.uk,Laying the ground for change
T2585,US,expertrecall.com,Proposition 37: Retailers and Manufacturers Need to be Ready
T2586,ZA,capetowncribs.co.za,What do you think of this iPad controlled home?
T2587,ZA,whatsupali.com,How Not to Start a Round The World Trip
T2588,AU,tropicalwriters.com,The Vampire and the Hulk
T2589,ZA,stampedegmc.com,How to Handle a Cashier in a Gas Station
T2590,GB,stephenccampbell.com,The Use Of The Subconscious Mind
T2591,ZA,rwrant.co.za,3 Last Basics to Remember for Oppikoppi 2012 Sweet Thing
T2592,IE,gaelscoileanna.ie,Most people say they can speak some Irish : Gaelscoileanna
T2593,US,analcancerfoundation.org,Foundation Funds World's First Anal Cancer Professional Society
T2594,GB,bluescreenofdoom.com,Let he who is without syntax errors ((Stone)TheFirst)
T2595,IE,stompmag.com,Charity Focus : Two Ways To Help Japan
T2596,ZA,jennyhandley.co.za,POLISH SOME SKILLS TO REFRESH YOUR BRAND
T2597,ZA,drop-your-drink.com,Drop Your Drink: The Aftermath: Feiyue and Dont Party Present
T2598,US,medlawhelp.com,Elderly More Likely To Be Readmitted To Hospital
T2599,AU,leanmachine.net.au,Medical and Drug Companies conspire to save a failing business
T2600,GB,horrorcultfilms.co.uk,BLOODSTORM (2012) (aka Nazis At The Center of the Earth)
T2601,ZA,shenmu.besthometreadmill.co.za,which unfortunately quite often at the same time
T2602,AU,eeshblog.blogspot.com,"Eesh: Ms G's, Potts Point"
T2603,AU,blog.boxfancy.com,in order to produce a design picture while
T2604,US,wow80.net,Getting back into the Grove World of Warcraft
T2605,GB,dropstitchblog.blogspot.com,dropstitch: sleeping (when she feels like it) beauty
T2606,AU,hootville.com,Copywriting advice: the devil is in the detail
T2607,ZA,leg.uct.ac.za,flashplayer 64bit Jaunty | UCT LEG
T2608,GB,7thdwarf.co.uk,Matt Mullenweg on the State of the Word
T2609,IE,angelreiki.ie,15 Tips To Boost Your Wellbeing
T2610,ZA,neo-genocide.com,"Cape Town mayor Patricia de Lille, committee members attacked at"
T2611,AU,throng.com.au,Who Won Australian Idol 2009? Stan Walker Wins Over Hayley
T2612,AU,thelittleblackcowblog.blogspot.com,How To Make A Christmas Wreath In 13 Easy Steps
T2613,IE,derekmitchell.ie,Greystones to try to be a Smarter Travel Area. Walking and cycling to
T2614,GB,josephcaruana.co.uk,"""The wonder is that we can see these trees and not wonder more"
T2615,AU,kidslearningtogether.global2.vic.edu.au,Happy Father's Day from the students in Year 2/3D
T2616,US,carolwallace.wordpress.com,"Patrick O'Brian, ""The Far Side of the World"" « Book Group of One"
T2617,ZA,marklives.com,Brand experience: Why Kulula is shit : Marklives!com
T2618,ZA,cappuccinowithxavier.com,SA's gated estates more popular than ever before
T2619,AU,500.the400club.org,Beasts of the Southern Wild
T2620,US,sawdustandpaint.com,"No offense to the Zebra, but it was time to go."
T2621,ZA,acidicice.co.za,From Ashes to Forest...
T2622,IE,dcmedia.ie,The Importance of Hiring a Videographer
T2623,ZA,hy-se-sy-se.com,Sitting down with TV presenter Luthando Shosha
T2624,IE,findmyparade.com,"What's It All About, Alfie's? A Lorra Waiting, That's What."
T2625,GB,moneyaware.co.uk,7 ways to use the web and pay
T2626,IE,youxi.shopifree.com,NEWSMulberry's electrical electrimetropolisedal al advertapter is
T2627,GB,blog.handle.co.uk,Fancy a career in PR?
T2628,AU,blog.vogueliving.com.au,Artists in Residence: A historic Hill End home « Vogue Living's blog
T2629,ZA,howskinfelicitate.bloglines.co.za,Whatever You In the past Preferred Comprehend South usa « How
T2630,IE,emercostello.blogspot.com,Cllr Emer Costello: A Sense of Place is an Essential Component In
T2631,US,bikeswimrun.com,Three Reasons to Keep On Cycling
T2632,AU,onthetrylinewithcharlton.com,Number 9 With A Bullet « On The Try Line With Charlton
T2633,IE,dailygripe.org,Sovereign Being declaration page 3
T2634,GB,business-success22.blogspot.com,It Is A Time For Giving
T2635,IE,stgerards.ie,Irish Hockey School of the Year Award
T2636,ZA,wsibiz.com,How to start connecting and drive traffic with Pinterest
T2637,ZA,liveoutloud.co.za,Edible Alchemy | LIVEOUTLOUD | Luxury Lifestyle Magazine
T2638,US,blog.psprint.com,The Value of a Great Deal
T2639,US,garveyceyrusselllopes.blogspot.com,garvey cey russell lopes: the age of bessent
T2640,IE,killalabay.ie,by Molly Doherty : The Future of
T2641,AU,globalbellies.com,WHAT ARE YOUR NON-HUNGRY TRIGGERS TO EATING?Global
T2642,US,experiencethefuse.com,Why Your Middle Schooler Needs to Be on Fuse Retreat 2012
T2643,US,thewomanlife.info,Fake it To Make it: Sneaky Fashion Tips
T2644,IE,thesmacaults.com,How to get to Newfoundland by Ferry
T2645,US,kfuoam.org,His Time Morning Show
T2646,IE,drtomobrien.ie,Health benefits of Cayenne Pepper
T2647,AU,motowhere.com,Elkins/GreenBank/Cass/WebsterSprings [Motorcycle Route] at
T2648,IE,kennedysummerschool.ie,Inaugral Kennedy Summer School of Politics in New Ross Announced
T2649,ZA,outwardbound.co.za,OIL Program Experience Letters 7th September-11th September 2012
T2650,ZA,itssa.org,State-of-the-art trains for Cape Town
T2651,ZA,roadsafety.co.za,You have to be a tough animal to tour South Africa!
T2652,US,ittybiz.com,Is this the end of the story?
T2653,ZA,deonbinneman.com,Google is the most powerful brand in the world
T2654,US,jwwartick.com,"JW Wartick -""Always Have a Reason"""
T2655,ZA,medicalinsurancevillage.com,"If My Shipment Is Going To Be Late, Will My Courier Tell Me"
T2656,IE,mywsiteam.ie,Effective SEO Practices And Why You Should Be Building Links
T2657,US,tosabeat.blogspot.com,"From the Land of Beer, Cheese, &amp; Beer: Dunk You Very Much"
T2658,AU,jordanoon.com,OON OUT OF LUCK IN ITALY
T2659,US,thefiftyfactor.com,The Fifty Factor: People Who Live In Glass Houses
T2660,ZA,players4players.co.za,Match Report | Players4Players
T2661,AU,bullionmark.com.au,It is a game of golden musical chairs
T2662,US,dismagazine.com,Shut the F*ck Up! What To Do If You're Stopped By Police. « DIS
T2663,AU,hotmetaldesign.com.au,"Online Ad Spending Surpasses Newspapers, First Time in"
T2664,AU,naturalnewagemum.com,Natural New Age Mum
T2665,US,jsbookreader.blogspot.com,Journal of a Southern Bookreader: A Bit of Blue Stone
T2666,IE,bravemandead.com,A Brave Man Dead
T2667,AU,primalhealth.co,Is there a God? How Your Religion and Beliefs May Affect Your
T2668,IE,lgbtyouthgalway.com,Making art and saving the world....all at the same time
T2669,IE,shirlscards.com,Something Different To Show « Shirls Cards
T2670,GB,tomfreelance.com,The work of writer &amp; editor Tom O'Malley
T2671,ZA,blog.dorimoreno.com,Riding on the back of a bike
T2672,ZA,ileadlawns.co.za,The Coolest Lawnmowers in Pretoria Hover
T2673,AU,kattekrab.net,"Belinda Pearson, Kay Thorne and CSIRAC"
T2674,US,achangeinthewind.com,To sleep on the ground -- talk about being grounded!
T2675,AU,mylifeinoz.com.au,My Life in Oz
T2676,GB,sehenderson.com,Walking The Walk: Beaumont to Bowness-on
T2677,US,faculty-staff.ou.edu,SyriaComment.com: Syria Will Have to Withdraw from Lebanon
T2678,GB,wakefieldlibdems.org.uk,Simon Hughes calls on Liberals around the world to focus on
T2679,GB,muenterprises.org,The Root of All Evil
T2680,IE,joleencronin.com,Meet the Indulgence crew : AIDAN
T2681,IE,iloveoracle.com,Oracle Opportunity Getting Started
T2682,IE,rcpilibrary.blogspot.com,Book of the Month: William Wadd's Comments on Corpulency (1829)
T2683,US,jedidiahusa.com,Nika Water: What We Accomplished
T2684,IE,usi.ie,USI urges Labour - Union of Students in Ireland
T2685,ZA,thisisgoodmoney.co.za,Drivers of inequality in South Africa
T2686,AU,38southboatsales.com.au,Review of the Jeanneau 509 - Bluewater Odyssey
T2687,US,spzdirectorsblog.wordpress.com,Did you get to see the elephants last Thursday? «
T2688,IE,corksamaritans.ie,Award honour for Samaritans' Pio
T2689,US,schools.stlucie.k12.fl.us,PSLHS Becomes a Member of the FAU Distinguished Schools
T2690,AU,minesite.net,Mine Site Technologies Achieves GOST Certification
T2691,IE,sportsnewsireland.com,Athletics: Woodie's DIY Inter County Cross Country Championships
T2692,GB,ukhousebubble.blogspot.com,UK Bubble UK Economy: Being right 60 percent of the time means......
T2693,GB,thecloud.net,Japan coach laments lack of wi-fi at Olympic volleyball
T2694,AU,repucom.net,Quick-Step Pro Cycling Team names Repucom
T2695,ZA,anclive.co.za,Zille not in position to offer solutions to National Changes
T2696,ZA,mygoodnewsblog.com,Because of the Cross...We Have Jesus
T2697,IE,oldcollegians.ie,Old Collegians Boat Club
T2698,US,microscopiq.com,Blackface Goes HD? The Case of Resident Evil 5 at microscopiq
T2699,IE,turbulenceahead.com,"Turbulence Ahead: Here's The News, Pass It On"
T2700,ZA,worldsoccerjourneys.com,Artistic Members of the Body of Christ « World Soccer Journeys
T2701,AU,vananews.com.au,The VANA 2012 Embracing the Future Conference
T2702,AU,catholicreligiousaustralia.org,Updates on Australian religious advocacy on coal seam gas mining
T2703,US,journal.ahima.org,Unintended Health IT Consequences? Help is on the Way
T2704,GB,sonic.wordnerd.org,The Saddest People in the World
T2705,US,savannahchase.com,Everything To Do With Sex Show 2012
T2706,IE,topdietingpills.com,Beelite Naturally Even Helps you Lose Weight While you Sleep and
T2707,US,silverandblackpride.com,Chiefs Matt Cassell Sacked; demoted in favor of Brady Quinn
T2708,GB,anygirlfriday.com,Eventually Your Friends Are Going To Figure Out A Way To Bring
T2709,GB,mcdal37.multiply.com,A way that seems right!
T2710,AU,jamieparker.org.au,White Bay rail line must be retained for future light rail expansion
T2711,US,dogsdishesanddecor.com,It's Sorta Fred Segal-ish
T2712,US,mynexthandbag.net,Fashion for Men and Women « Mynexthandbag's Weblog
T2713,IE,costadelsolspain.info,Costa Del Sol Rac
T2714,AU,holdencycling.com.au,With Sports Psychologist Michael Inglis
T2715,ZA,deals-store.org,Are Electric Shaver Cleaning Stations Worth the Money
T2716,IE,paddypowerpokerblog.wordpress.com,Niall Smyth - One Year as Champ - I'm a Survivor! Part I
T2717,ZA,astheraincomesdown.blogspot.com,As the rain comes down...: Everybody wants to go to heaven
T2718,AU,commsday.com,"The $20b FTTH plan that Coonan ignored, Conroy mocked?"
T2719,ZA,samusicscene.co.za,"SA Music Scene, up close and personal with Spoek Mathambo"
T2720,AU,boutiquewines.com.au,Down on the Farm at Crittenden Estate
T2721,US,wineinline.wordpress.com,Two Delightful Whites From Different Parts of the Worlds for $20 and
T2722,GB,mehbooba.co.uk,"Mohammad Was Not a Womanizer, and Other"
T2723,AU,mortgageguru.com.au,How Much Can I Borrow?
T2724,US,blog.areustrongenough.com,Children's is a Part of My Family and
T2725,IE,towardshealing.net,Coping with Grief During the Holidays
T2726,AU,votre-belle.blogspot.com,votrebelle: Bourjois Healthy Mix Foundation
T2727,GB,emotionsblog.history.qmul.ac.uk,What is the relationship between philosophy and comedy?
T2728,AU,worldfootynews.com,Australia Day Footy Around the World
T2729,GB,leicestertigers.com,Twickenham Test will be a dream come true
T2730,US,whatisthebestcreditcard.net,Credit Card Information That You Can't Ignore
T2731,GB,2ndcouncilhouse.co.uk,Policing &amp; Justice in the Context of Uprisings
